Customer ID,Recency_scaled,Frequency_scaled,Monetary_scaled,AvgUnitPrice_scaled,UniqueItems_scaled,AvgQuantPerOrder_scaled
12346.0,2.33485828570337,-0.4246748734787591,8.35963395824738,-0.10014566888516656,-0.7086866317771008,60.891574484295155
12347.0,-0.9051993140053222,0.35408019140438624,0.2510459114090486,-0.05324938310851226,0.4863355698995001,-0.028272695906852115
12348.0,-0.1751863362931786,-0.03529734103718643,-0.02854691370969798,0.03799389991806987,-0.4626526490789771,0.022638386195922282
12349.0,-0.7351962917983846,-0.4246748734787591,-0.03296318873356141,0.11179371629897011,0.13485845175932337,-0.03226414538556363
12350.0,2.174855441273311,-0.4246748734787591,-0.1913159677764243,-0.018247992886984372,-0.5212321687690065,-0.029846776576524656
12352.0,-0.5651932695914471,0.4838727022182438,0.05032070374846258,0.3352121954057162,-0.029164203372759104,-0.03418361825435007
12353.0,1.1148365969241711,-0.4246748734787591,-0.21862143239864862,0.04706205007880665,-0.6735389199630831,-0.03525575506111759
12354.0,1.394841574676774,-0.4246748734787591,-0.10842040484424366,0.0011248538003870733,-0.040880107310764996,-0.03185849024936587
12355.0,1.2148383746929579,-0.4246748734787591,-0.17740731627773626,-0.007644660849291237,-0.56809578452103,-0.02420375575365608
12356.0,-0.69519558069087,-0.165089851851044,0.08430120839793726,-0.03695930817254062,-0.09945962700079444,-0.017221461179072885
12357.0,-0.5951938029220831,-0.4246748734787591,0.46219815692517097,-0.03264863598375973,0.8143808801636652,-0.022389154864090748
12358.0,-0.9051993140053222,-0.29488236266490153,-0.09855527650925423,0.11136011663302839,-0.56809578452103,-0.028644498934037605
12359.0,-0.3451893585001161,-0.03529734103718643,0.4805475626743601,0.12148171298139,1.786800907018154,-0.033991141499807594
12360.0,-0.4051904251613882,-0.165089851851044,0.06768092620306503,-0.026770151746091504,0.5097673777755118,-0.03194627486982458
12361.0,1.9448513524051014,-0.4246748734787591,-0.20739436890890764,-0.033047016447764664,-0.6032434963350477,-0.0318896318434736
12362.0,-0.8951991362284435,0.743457723845959,0.35299410151019195,-0.015331222387679089,1.6344941558240775,-0.03248100283971474
12363.0,0.1748198858975752,-0.29488236266490153,-0.16710378724750818,-0.06296397742369066,-0.45093674514097115,-0.0247968568345037
12364.0,-0.8451982473440501,-0.03529734103718643,-0.08241679000229656,-0.07470269915150198,0.0997107399453057,-0.024814494807823027
12365.0,1.9848520635126161,-0.29488236266490153,-0.15715854507988627,0.3708738475218122,-0.4626526490789771,-0.0328673749510376
12367.0,-0.8851989584515648,-0.4246748734787591,-0.20973102236068722,-0.03699399600290594,-0.5915275923970419,-0.026448603405197613
12370.0,-0.4151906029382669,-0.03529734103718643,0.1660017399933506,-0.04867999668180065,0.9549717274197358,-0.027792961071949222
12371.0,-0.47519166959953896,-0.29488236266490153,-0.01845257079801016,-0.017279981716909244,0.017699412379264458,-0.03165896834772332
12372.0,-0.20518686962381463,-0.165089851851044,-0.08409250433485847,-0.04280201577564234,-0.3220618018229064,-0.026824658446568374
12373.0,2.1848556190501895,-0.4246748734787591,-0.18795563757434128,0.0034155565854453386,-0.5563798805830242,-0.02780806083392618
12374.0,-0.6751952251371125,-0.4246748734787591,-0.14585915660235213,-0.007181232359695096,-0.33377770576091226,-0.030852179233157605
12375.0,-0.815197714013414,-0.29488236266490153,-0.17761872778051632,0.0715608403894767,-0.5563798805830242,-0.03076437114087525
12377.0,2.2248563301577042,-0.29488236266490153,-0.04736476284136294,-0.051061874071014146,0.12314254782131748,-0.029295467197123316
12378.0,0.3748234414351488,-0.4246748734787591,0.21751159629965178,-0.04291613410762664,1.8453804267081835,-0.02987985496745295
12379.0,-0.10518509185502782,-0.29488236266490153,-0.13369631903977944,-0.04675180656978302,-0.26348228213287694,-0.0310070507559206
12380.0,-0.7051957584677486,-0.03529734103718643,0.0746630692554064,-0.03177071394204234,0.18172206751134692,-0.030463923932811065
12381.0,-0.8751987806746861,0.09449516977667113,-0.023198202689362523,0.006370690399429667,0.0997107399453057,-0.031735811242274835
12383.0,0.9248332191634762,0.09449516977667113,-0.022614039326417628,-0.040298650041217285,0.2637333950773882,-0.026655928067530945
12384.0,-0.6351945140295978,-0.29488236266490153,-0.16340186056461736,0.09981297162303379,-0.4157890333269535,-0.03552942361539759
12386.0,2.454860419025914,-0.29488236266490153,-0.18380529596713274,-0.060646636448160034,-0.6032434963350477,-0.010297182910781646
12388.0,-0.7651968251290207,0.2242876805905287,0.08087745474502021,-0.04934073278909978,-0.052596011248770884,-0.02735768058459681
12390.0,-0.12518544740878518,-0.4246748734787591,-0.1673441287454055,-0.01369585279547473,-0.3454936096989182,-0.03030406465711385
12391.0,-0.7051957584677486,-0.4246748734787591,-0.17724152515187191,-0.05863221503075829,0.3574606265814353,-0.036897766386797586
12393.0,-0.20518686962381463,-0.03529734103718643,-0.05242973737112517,-0.063901067275802,-0.16975505062882978,-0.028892961174107605
12394.0,-0.28518829183884403,-0.29488236266490153,-0.0869365453933102,-0.03200206849969572,-0.4157890333269535,-0.014456944935837641
12395.0,-0.7351962917983846,1.0030427454736741,0.10735618912216255,-0.014515328963796452,0.3457447226434294,-0.028214052645220682
12397.0,-0.5651932695914471,-0.29488236266490153,0.03962328170779166,-0.029151085423024962,0.5683468974655413,-0.031131178993040458
12398.0,-0.4651914918226603,-0.4246748734787591,-0.04652579298296206,-0.07229151599842656,0.27544929901539406,-0.025896290504741612
12399.0,0.2648214858894833,-0.03529734103718643,-0.10516578039355066,-0.06872840538284922,-0.16975505062882978,-0.022968500818952874
12401.0,2.10485419683516,-0.4246748734787591,-0.2191443976949993,0.15246102264387587,-0.6618230160250772,-0.03755457091706958
12402.0,2.304857752372734,-0.4246748734787591,-0.20342205804088234,-0.034336097312575115,-0.5915275923970419,-0.0323449168019576
12403.0,-0.42519078071514554,-0.4246748734787591,-0.18093455029780353,0.07644512010041406,-0.6618230160250772,-0.023597474648789616
12405.0,0.5648268191958437,-0.4246748734787591,-0.03821064477098641,-0.026928927425391994,-0.08774372306278856,-0.026331119429875392
12406.0,-0.7051957584677486,-0.29488236266490153,0.15149334744203918,-0.057838503198523364,0.3574606265814353,-0.02514565675585933
12407.0,-0.42519078071514554,0.09449516977667113,-0.038463225882202606,-0.03502335397393209,-0.052596011248770884,-0.02426280910802619
12408.0,-0.5951938029220831,0.09449516977667113,0.09288229002656785,-0.04217310145092203,0.2285856832633705,-0.028343669290159895
12409.0,-0.13518562518566388,-0.165089851851044,1.0035228732541088,-0.02604491646224217,0.3457447226434294,0.0024502481331670997
12410.0,2.1648552634964324,-0.29488236266490153,-0.15137810951703157,0.05467488528915041,-0.4157890333269535,-0.03269800664996222
12412.0,-0.1751863362931786,-0.165089851851044,-0.09201042146003158,-0.05120983250630494,-0.21661866638085336,-0.028203181826229738
12413.0,-0.255187758508208,-0.165089851851044,-0.14417120265647138,0.009738857443347832,-0.38064132151293584,-0.03318163549183759
12414.0,1.2448389080235938,-0.165089851851044,-0.16594547475069746,0.12000807963493641,-0.5329480727070124,-0.02567735566131761
12415.0,-0.6851954029139912,2.171175342798392,13.670616926873565,-0.04492062202446634,4.4814588127595085,0.04969998454756324
12417.0,-0.8951991362284435,0.6136652130321014,0.17750808920518524,0.02551202898916177,1.1307102864898242,-0.03272432093402759
12418.0,0.20482041922821123,-0.4246748734787591,-0.15413202251377178,-0.02633973092922391,-0.3220618018229064,-0.02953286264661525
12420.0,-0.28518829183884403,-0.4246748734787591,-0.1617194700793361,0.007073047765989502,-0.38064132151293584,-0.029593647041531397
12421.0,-0.7651968251290207,-0.03529734103718643,-0.13872568742170505,0.0016051900663852365,-0.3454936096989182,-0.030530411357216264
12422.0,0.034817397021273684,-0.165089851851044,-0.13911290427942852,-0.035232286229955896,-0.26348228213287694,-0.03157175529196375
12423.0,-0.9151994917822008,0.4838727022182438,-0.021640433721509464,-0.0453674400369242,0.41604014627146474,-0.03056617071497552
12424.0,0.7048293080721452,-0.29488236266490153,-0.032583760720677195,-0.04925399669517197,-0.3689254175749299,-0.019109310358597625
12425.0,-0.14518580296254255,-0.4246748734787591,-0.14204596070747183,-0.055575661069085514,-0.2986299939468946,-0.02804914979841094
12426.0,1.024834996932263,-0.4246748734787591,-0.1636844843630707,-0.01546590257745632,-0.3689254175749299,-0.032300134674893594
12427.0,-0.7051957584677486,-0.165089851851044,-0.13663827700478193,0.003616981212000586,-0.4157890333269535,-0.025244782785197612
12428.0,-0.6651950473602338,0.6136652130321014,0.656784642160296,0.0047391720522866245,2.302300680290413,-0.0294863751310923
12429.0,-0.8351980695671714,-0.03529734103718643,0.18877966037972202,-0.02440103641422302,0.2403015872013764,-0.026182372890349775
12430.0,-0.4951920251532963,-0.4246748734787591,-0.1999949663116056,0.051460872411304204,-0.5915275923970419,-0.0306282685978376
12431.0,-0.5651932695914471,1.3924202779152468,0.49332905705559443,-0.020357464789474592,1.1892898061798536,-0.02920953539155862
12432.0,-0.4951920251532963,0.09449516977667113,0.3344221573370238,0.17792147718166992,0.5331991856515237,-0.025669753757032055
12433.0,-0.9151994917822008,0.35408019140438624,1.259798122308335,-0.06644319707526082,1.8453804267081835,-0.01771946505793277
12434.0,-0.07518455852439179,-0.29488236266490153,-0.1388258297124956,-0.023176643871352074,-0.18147095456683568,-0.03289125875213839
12435.0,-0.12518544740878518,-0.29488236266490153,0.6427012979987845,0.029641739079263336,-0.35720951363692405,0.007504956545132319
12436.0,0.07481810812878839,-0.4246748734787591,-0.17188725067093696,0.02345326496194304,-0.5329480727070124,-0.028533771196615106
12437.0,-0.9051993140053222,1.7817978103568195,0.3224150966712364,-0.0138237641699469,0.6737900329075943,-0.027361785612911006
12438.0,-0.785197180682778,-0.29488236266490153,0.09491851660597575,-0.01667734387099955,0.2637333950773882,-0.029475204986019646
12441.0,2.744865574555396,-0.4246748734787591,-0.20921362052493606,-0.022348974219183047,-0.5915275923970419,-0.030329721084077603
12442.0,-0.8951991362284435,-0.4246748734787591,-0.2093794116508004,-0.03290083201979647,-0.579811688459036,-0.02690886415557761
12444.0,-0.7151959362446273,0.09449516977667113,0.32842919757926914,0.05430602532010068,0.8963922077297064,-0.03400337354153116
12445.0,-0.7051957584677486,-0.4246748734787591,-0.21368107938631462,0.10297759377664158,-0.6735389199630831,-0.02663519560129761
12446.0,-0.3451893585001161,-0.4246748734787591,-0.11699814839651455,-0.005488731354587875,-0.040880107310764996,-0.03437812831808173
