Customer ID,Recency_scaled,Frequency_scaled,Monetary_scaled,AvgUnitPrice_scaled,UniqueItems_scaled,AvgQuantPerOrder_scaled,cluster
12346.0,2.33485828570337,-0.4246748734787591,8.35963395824738,-0.1001456688851665,-0.7086866317771008,60.89157448429516,3
12347.0,-0.9051993140053222,0.3540801914043862,0.2510459114090486,-0.0532493831085122,0.4863355698995001,-0.0282726959068521,1
12348.0,-0.1751863362931786,-0.0352973410371864,-0.0285469137096979,0.0379938999180698,-0.4626526490789771,0.0226383861959222,1
12349.0,-0.7351962917983846,-0.4246748734787591,-0.0329631887335614,0.1117937162989701,0.1348584517593233,-0.0322641453855636,1
12350.0,2.174855441273311,-0.4246748734787591,-0.1913159677764243,-0.0182479928869843,-0.5212321687690065,-0.0298467765765246,2
12352.0,-0.5651932695914471,0.4838727022182438,0.0503207037484625,0.3352121954057162,-0.0291642033727591,-0.03418361825435,1
12353.0,1.1148365969241711,-0.4246748734787591,-0.2186214323986486,0.0470620500788066,-0.6735389199630831,-0.0352557550611175,2
12354.0,1.394841574676774,-0.4246748734787591,-0.1084204048442436,0.001124853800387,-0.0408801073107649,-0.0318584902493658,2
12355.0,1.214838374692958,-0.4246748734787591,-0.1774073162777362,-0.0076446608492912,-0.56809578452103,-0.024203755753656,2
12356.0,-0.69519558069087,-0.165089851851044,0.0843012083979372,-0.0369593081725406,-0.0994596270007944,-0.0172214611790728,1
12357.0,-0.5951938029220831,-0.4246748734787591,0.4621981569251709,-0.0326486359837597,0.8143808801636652,-0.0223891548640907,1
12358.0,-0.9051993140053222,-0.2948823626649015,-0.0985552765092542,0.1113601166330283,-0.56809578452103,-0.0286444989340376,1
12359.0,-0.3451893585001161,-0.0352973410371864,0.4805475626743601,0.12148171298139,1.786800907018154,-0.0339911414998075,1
12360.0,-0.4051904251613882,-0.165089851851044,0.067680926203065,-0.0267701517460915,0.5097673777755118,-0.0319462748698245,1
12361.0,1.9448513524051012,-0.4246748734787591,-0.2073943689089076,-0.0330470164477646,-0.6032434963350477,-0.0318896318434736,2
12362.0,-0.8951991362284435,0.743457723845959,0.3529941015101919,-0.015331222387679,1.6344941558240775,-0.0324810028397147,1
12363.0,0.1748198858975752,-0.2948823626649015,-0.1671037872475081,-0.0629639774236906,-0.4509367451409711,-0.0247968568345037,1
12364.0,-0.8451982473440501,-0.0352973410371864,-0.0824167900022965,-0.0747026991515019,0.0997107399453057,-0.024814494807823,1
12365.0,1.984852063512616,-0.2948823626649015,-0.1571585450798862,0.3708738475218122,-0.4626526490789771,-0.0328673749510376,2
12367.0,-0.8851989584515648,-0.4246748734787591,-0.2097310223606872,-0.0369939960029059,-0.5915275923970419,-0.0264486034051976,1
12370.0,-0.4151906029382669,-0.0352973410371864,0.1660017399933506,-0.0486799966818006,0.9549717274197358,-0.0277929610719492,1
12371.0,-0.4751916695995389,-0.2948823626649015,-0.0184525707980101,-0.0172799817169092,0.0176994123792644,-0.0316589683477233,1
12372.0,-0.2051868696238146,-0.165089851851044,-0.0840925043348584,-0.0428020157756423,-0.3220618018229064,-0.0268246584465683,1
12373.0,2.184855619050189,-0.4246748734787591,-0.1879556375743412,0.0034155565854453,-0.5563798805830242,-0.0278080608339261,2
12374.0,-0.6751952251371125,-0.4246748734787591,-0.1458591566023521,-0.007181232359695,-0.3337777057609122,-0.0308521792331576,1
12375.0,-0.815197714013414,-0.2948823626649015,-0.1776187277805163,0.0715608403894767,-0.5563798805830242,-0.0307643711408752,1
12377.0,2.224856330157704,-0.2948823626649015,-0.0473647628413629,-0.0510618740710141,0.1231425478213174,-0.0292954671971233,2
12378.0,0.3748234414351488,-0.4246748734787591,0.2175115962996517,-0.0429161341076266,1.8453804267081837,-0.0298798549674529,1
12379.0,-0.1051850918550278,-0.2948823626649015,-0.1336963190397794,-0.046751806569783,-0.2634822821328769,-0.0310070507559206,1
12380.0,-0.7051957584677486,-0.0352973410371864,0.0746630692554064,-0.0317707139420423,0.1817220675113469,-0.030463923932811,1
12381.0,-0.8751987806746861,0.0944951697766711,-0.0231982026893625,0.0063706903994296,0.0997107399453057,-0.0317358112422748,1
